Record_ID,User_ID,App_Name,Feature_Used,Keyword,Content_Category,Type,Usage_Duration_Minutes,Distraction_Score,Location,Date,Time_of_Day
269,U0246,Facebook,Explore,Prank videos,Entertainment,Distractive,71.2,5,College,2025-08-18,Late Night
270,U0337,YouTube,Story,Flash deals,Commerce,Distractive,63.4,3,College,2025-02-25,Afternoon
271,U0051,TikTok,Story,Story updates,Social Media,Distractive,86.9,4,Hostel,2025-02-24,Morning
272,U0248,Gmail,Story,Prank videos,Entertainment,Distractive,35.8,4,Office,2025-06-26,Morning
273,U0176,WhatsApp,Reels/Shorts,Client call,Communication,Productive,50,2,Office,2025-06-28,Evening
274,U0164,Udemy,Story,Match highlights,Sports,Distractive,43.4,4,Outdoors,2025-12-23,Night
275,U0477,LinkedIn,Feed,Client call,Communication,Productive,51.1,1,College,2025-12-13,Afternoon
276,U0323,Snapchat,Story,Weather update,News,Productive,34,1,Outdoors,2025-04-29,Night
277,U0220,TikTok,Feed,Networking,Business,Productive,44.5,2,Library,2025-08-19,Late Night
278,U0410,Twitter/X,Watch,Shopping,Commerce,Distractive,68,2,College,2025-10-23,Morning
279,U0306,Twitter/X,Course Page,Freelance work,Business,Productive,7.7,2,Outdoors,2025-09-28,Evening
280,U0417,LinkedIn,Story,Flash deals,Commerce,Distractive,32.3,3,Outdoors,2025-11-13,Afternoon
281,U0356,Amazon,Reels/Shorts,Reels,Entertainment,Distractive,22.2,4,College,2025-04-04,Evening
282,U0326,Telegram,Search,Market analysis,Business,Productive,34.9,2,Hostel,2025-04-06,Night
283,U0028,Udemy,Watch,Market analysis,Business,Productive,9.3,1,Commute,2025-08-19,Late Night
284,U0213,Facebook,DM/Chat,Endless scrolling,Social Media,Distractive,73.6,5,Outdoors,2025-07-29,Night
285,U0141,WhatsApp,Feed,Cricket update,Sports,Distractive,71.8,2,Library,2025-05-30,Morning
286,U0058,Snapchat,Course Page,Weather update,News,Productive,34.4,2,Outdoors,2025-10-09,Late Night
287,U0153,YouTube,Course Page,Client call,Communication,Productive,33.2,2,Hostel,2025-02-22,Afternoon
288,U0416,Flipkart,Reels/Shorts,AI fundamentals,Education,Productive,26.9,2,College,2025-05-02,Afternoon
289,U0273,Facebook,DM/Chat,Like notifications,Social Media,Distractive,73.4,4,Home,2025-10-19,Evening
290,U0471,Google Classroom,Watch,Movie clips,Entertainment,Distractive,52,5,College,2025-03-11,Night
291,U0251,Facebook,DM/Chat,Math tutorial,Education,Productive,9.6,1,Commute,2025-05-07,Night
292,U0384,Telegram,Explore,Startup news,Business,Productive,27.7,2,College,2025-07-26,Late Night
293,U0436,Udemy,Story,Gossip,Entertainment,Distractive,52.8,5,College,2025-08-23,Evening
294,U0425,Twitter/X,Explore,Conference call,Communication,Productive,49.7,2,Outdoors,2025-05-18,Evening
295,U0321,Udemy,Story,Trending challenge,Entertainment,Distractive,80.6,4,Home,2025-01-24,Morning
296,U0452,Snapchat,Course Page,Live score,Sports,Distractive,41.6,2,Hostel,2025-04-14,Afternoon
297,U0027,WhatsApp,Story,Movie clips,Entertainment,Distractive,23.3,5,Commute,2025-12-07,Afternoon
298,U0245,Coursera,Explore,Wishlist browsing,Commerce,Distractive,59.3,3,College,2025-01-01,Afternoon
299,U0356,Slack,Course Page,Email,Communication,Productive,1.5,1,Commute,2025-03-03,Night
300,U0189,Coursera,Explore,Client proposal,Business,Productive,6.3,1,College,2025-02-22,Evening
301,U0226,Facebook,Search,Memes,Entertainment,Distractive,7.1,5,Home,2025-11-09,Afternoon
302,U0386,Telegram,Course Page,Trending hashtags,Social Media,Distractive,77.5,4,College,2025-02-21,Afternoon
303,U0331,Flipkart,Explore,Family chat,Communication,Productive,19.6,2,Office,2025-05-07,Evening
304,U0331,Instagram,Watch,Team meeting,Communication,Productive,13.1,2,Library,2025-07-20,Evening
305,U0185,TikTok,Reels/Shorts,Language learning,Education,Productive,15.2,2,College,2025-09-28,Morning
306,U0009,Telegram,Story,Story updates,Social Media,Distractive,49.6,5,Office,2025-08-30,Morning
307,U0322,Twitter/X,Feed,Video call,Communication,Productive,55.4,2,Hostel,2025-09-17,Evening
308,U0159,WhatsApp,Notification,Fashion trends,Commerce,Distractive,48.9,3,Office,2025-05-23,Morning
309,U0374,Facebook,Notification,Conference call,Communication,Productive,20.3,1,College,2025-06-08,Night
310,U0062,WhatsApp,Explore,Current affairs,News,Productive,7.8,1,Home,2025-06-08,Afternoon
311,U0065,Snapchat,Course Page,Coding practice,Education,Productive,57.2,1,Cafe,2025-03-27,Evening
312,U0322,Amazon,Explore,Shorts,Entertainment,Distractive,25.2,4,College,2025-05-15,Late Night
313,U0131,Slack,Story,Project update,Communication,Productive,4.3,2,Office,2025-07-08,Afternoon
314,U0242,Coursera,Notification,Family chat,Communication,Productive,1.2,1,Home,2025-05-06,Morning
315,U0128,Snapchat,Feed,Like notifications,Social Media,Distractive,50.2,4,Hostel,2025-04-25,Evening
316,U0092,Zoom,Reels/Shorts,Wishlist browsing,Commerce,Distractive,51.9,3,College,2025-09-15,Morning
317,U0168,YouTube,Explore,World news,News,Productive,5.1,3,Outdoors,2025-05-25,Evening
318,U0238,Instagram,Story,Conference call,Communication,Productive,12.8,2,Cafe,2025-11-15,Afternoon
319,U0278,Coursera,Search,DM chat casual,Social Media,Distractive,1.6,4,Hostel,2025-01-13,Afternoon
320,U0272,Instagram,Explore,Endless scrolling,Social Media,Distractive,76.6,5,Cafe,2025-02-23,Afternoon
321,U0460,YouTube,Search,Technology news,News,Productive,43,2,College,2025-01-23,Afternoon
322,U0039,Gmail,Reels/Shorts,Wishlist browsing,Commerce,Distractive,52.7,3,Office,2025-11-23,Night
323,U0163,Coursera,Watch,Web development course,Education,Productive,16.4,1,Commute,2025-07-21,Evening
324,U0085,WhatsApp,DM/Chat,Sports news,Sports,Distractive,13.1,2,College,2025-03-21,Morning
325,U0238,Telegram,Reels/Shorts,Cricket update,Sports,Distractive,48.7,3,Library,2025-08-20,Evening
326,U0076,Snapchat,Watch,Shorts,Entertainment,Distractive,74.5,4,Home,2025-04-21,Evening
327,U0016,TikTok,Notification,Team meeting,Communication,Productive,3.9,2,Cafe,2025-05-14,Afternoon
328,U0032,Coursera,Reels/Shorts,Discount coupons,Commerce,Distractive,42.1,3,Office,2025-03-04,Morning
329,U0133,TikTok,Story,Breaking news,News,Productive,41.5,1,College,2025-10-26,Late Night
330,U0022,Twitter/X,Course Page,Video call,Communication,Productive,48.7,1,College,2025-06-19,Morning
331,U0089,Telegram,Explore,Live score,Sports,Distractive,45.2,2,Hostel,2025-12-16,Night
332,U0318,Zoom,Watch,Trending hashtags,Social Media,Distractive,40.7,4,Office,2025-01-18,Late Night
333,U0144,Udemy,Explore,Local news,News,Productive,53.1,2,Outdoors,2025-02-01,Morning
334,U0246,Twitter/X,Notification,Online sale,Commerce,Distractive,23.2,3,Home,2025-07-15,Evening
335,U0306,Slack,Story,Sports news,Sports,Distractive,35.6,4,Office,2025-01-14,Evening
336,U0127,YouTube,Course Page,Current affairs,News,Productive,32.2,2,Library,2025-03-23,Morning
337,U0091,YouTube,DM/Chat,Political news,News,Productive,35,3,Hostel,2025-07-01,Afternoon
338,U0073,Flipkart,Feed,Weather update,News,Productive,42.5,2,Commute,2025-10-18,Late Night
339,U0309,Google Classroom,Search,World news,News,Productive,29.9,2,College,2025-01-29,Afternoon
340,U0368,Udemy,Feed,Current affairs,News,Productive,20.6,3,Library,2025-03-08,Evening
341,U0441,Instagram,Search,Freelance work,Business,Productive,35.6,1,Office,2025-02-26,Late Night
342,U0375,TikTok,Reels/Shorts,Influencer content,Social Media,Distractive,31,5,Commute,2025-03-11,Afternoon
343,U0418,Amazon,Search,Discount coupons,Commerce,Distractive,63.9,3,Commute,2025-04-25,Late Night
344,U0201,Google Classroom,Search,Project management,Business,Productive,11.5,2,Home,2025-12-26,Late Night
345,U0122,Coursera,Reels/Shorts,Online certification,Education,Productive,56.3,2,Office,2025-06-19,Morning
346,U0355,WhatsApp,Story,Follower count check,Social Media,Distractive,40.8,4,Cafe,2025-04-18,Afternoon
347,U0453,LinkedIn,Feed,Voice message,Communication,Productive,3.8,2,Outdoors,2025-08-03,Afternoon
348,U0084,Flipkart,Notification,Fashion trends,Commerce,Distractive,34.4,3,Outdoors,2025-10-23,Afternoon
349,U0088,Google Classroom,Feed,Live score,Sports,Distractive,29.4,2,College,2025-02-07,Evening
350,U0221,WhatsApp,Story,Online sale,Commerce,Distractive,53.9,2,Outdoors,2025-12-27,Morning
351,U0357,Snapchat,Feed,Startup news,Business,Productive,7,2,Library,2025-04-08,Night
352,U0185,Coursera,Reels/Shorts,Dance videos,Entertainment,Distractive,5.4,5,Outdoors,2025-03-20,Morning
353,U0327,Google Classroom,Course Page,Web development course,Education,Productive,12.8,1,Home,2025-04-16,Afternoon
354,U0047,LinkedIn,Watch,Reels,Entertainment,Distractive,70.9,5,Outdoors,2025-09-08,Evening
355,U0239,TikTok,Story,Online sale,Commerce,Distractive,17.6,3,Home,2025-05-15,Night
356,U0414,YouTube,Search,Prank videos,Entertainment,Distractive,67.9,5,College,2025-02-13,Evening
357,U0294,YouTube,Explore,Discount coupons,Commerce,Distractive,73.8,2,Hostel,2025-10-02,Night
358,U0462,WhatsApp,Explore,Technology news,News,Productive,54.3,2,Home,2025-09-15,Late Night
359,U0217,Snapchat,Search,Business news,Business,Productive,58.4,2,Library,2025-03-06,Morning
360,U0045,Twitter/X,Search,Colleague message,Communication,Productive,50.2,2,Cafe,2025-06-13,Morning
361,U0301,Amazon,Watch,Flash deals,Commerce,Distractive,47.3,3,Home,2025-12-25,Late Night
362,U0400,Facebook,Search,Shopping,Commerce,Distractive,51.4,3,College,2025-02-24,Late Night
363,U0243,Telegram,Watch,Client call,Communication,Productive,23.6,2,Outdoors,2025-10-20,Late Night
364,U0456,TikTok,Search,Online certification,Education,Productive,37.5,2,Hostel,2025-01-20,Night
365,U0160,Udemy,Watch,Trending hashtags,Social Media,Distractive,80.8,4,Home,2025-06-22,Evening
366,U0374,Coursera,Search,TV show clip,Entertainment,Distractive,27.7,4,Outdoors,2025-06-14,Evening
367,U0445,Twitter/X,Course Page,Flash deals,Commerce,Distractive,19.8,2,Hostel,2025-09-06,Late Night
368,U0451,WhatsApp,Watch,Endless scrolling,Social Media,Distractive,64.2,4,Hostel,2025-03-11,Late Night
369,U0361,Twitter/X,Feed,Online certification,Education,Productive,15.7,1,Outdoors,2025-01-26,Evening
370,U0124,Gmail,Notification,Political news,News,Productive,24.4,2,College,2025-12-15,Morning
371,U0429,Snapchat,Course Page,DM chat casual,Social Media,Distractive,53.2,5,Commute,2025-06-26,Afternoon
372,U0347,Instagram,Explore,Reels,Entertainment,Distractive,5.4,5,Library,2025-04-24,Afternoon
373,U0332,Telegram,Notification,Political news,News,Productive,2.2,3,Home,2025-08-31,Afternoon
374,U0217,Coursera,Watch,Startup news,Business,Productive,36.9,1,Cafe,2025-12-31,Evening
375,U0423,Gmail,Watch,Discount coupons,Commerce,Distractive,20.4,3,Cafe,2025-12-13,Late Night
376,U0312,Instagram,Notification,Flash deals,Commerce,Distractive,89.9,2,Commute,2025-10-15,Late Night
377,U0442,Udemy,Reels/Shorts,Dance videos,Entertainment,Distractive,30.9,4,Cafe,2025-11-24,Evening
378,U0207,Twitter/X,Search,Music video,Entertainment,Distractive,47,5,Library,2025-01-30,Late Night
379,U0378,Udemy,Watch,Story updates,Social Media,Distractive,24.1,4,Hostel,2025-07-27,Night
380,U0260,Amazon,DM/Chat,Interview preparation,Education,Productive,41.5,1,Outdoors,2025-12-10,Evening
381,U0485,Google Classroom,Reels/Shorts,Movie clips,Entertainment,Distractive,42.9,4,Cafe,2025-10-14,Afternoon
382,U0191,Flipkart,DM/Chat,Influencer content,Social Media,Distractive,67.2,4,Cafe,2025-08-04,Evening
383,U0257,LinkedIn,Course Page,Dance videos,Entertainment,Distractive,5.8,5,College,2025-08-30,Afternoon
384,U0176,Slack,Watch,Colleague message,Communication,Productive,25.4,2,Office,2025-03-12,Afternoon
385,U0171,Facebook,Story,Flash deals,Commerce,Distractive,77.8,3,Office,2025-02-11,Night
386,U0251,Instagram,Course Page,Freelance work,Business,Productive,17.1,1,Office,2025-10-23,Afternoon
387,U0020,Telegram,Explore,Email,Communication,Productive,26.3,2,Outdoors,2025-07-16,Morning
388,U0321,Instagram,Story,Local news,News,Productive,45.7,2,Library,2025-01-10,Morning
389,U0157,Flipkart,Watch,Breaking news,News,Productive,8.6,3,Hostel,2025-09-15,Late Night
390,U0176,Google Classroom,Watch,Business news,Business,Productive,27.9,1,Commute,2025-08-11,Afternoon
391,U0376,Snapchat,Explore,Sports news,Sports,Distractive,2.7,2,Library,2025-03-09,Afternoon
392,U0395,LinkedIn,Story,Interview preparation,Education,Productive,43,1,Home,2025-07-12,Evening
393,U0195,LinkedIn,Feed,Excel tutorial,Education,Productive,3.8,1,College,2025-08-02,Night
394,U0339,Udemy,Search,Conference call,Communication,Productive,13.1,2,Home,2025-06-04,Night
395,U0061,Facebook,Explore,Colleague message,Communication,Productive,50,2,College,2025-09-19,Late Night
396,U0184,Udemy,DM/Chat,Shorts,Entertainment,Distractive,55.2,4,Cafe,2025-09-25,Afternoon
397,U0170,YouTube,Notification,Product review,Commerce,Distractive,45.2,2,Library,2025-12-19,Night
398,U0400,WhatsApp,Reels/Shorts,Current affairs,News,Productive,50.3,1,Outdoors,2025-03-18,Morning
399,U0026,Coursera,Course Page,Group chat,Communication,Productive,59.3,2,Cafe,2025-05-16,Night
400,U0049,Google Classroom,Story,Email,Communication,Productive,48.3,1,Commute,2025-08-07,Morning
401,U0450,Snapchat,Story,Python tutorial,Education,Productive,22.1,1,Outdoors,2025-11-15,Evening
402,U0354,Snapchat,Reels/Shorts,Voice message,Communication,Productive,24.6,2,Outdoors,2025-05-20,Night
403,U0214,Snapchat,Reels/Shorts,Cricket update,Sports,Distractive,12.8,4,Home,2025-03-23,Morning
404,U0442,Gmail,Search,Football clip,Sports,Distractive,55.4,4,Commute,2025-11-10,Morning
405,U0007,LinkedIn,Explore,Client proposal,Business,Productive,27,2,College,2025-05-14,Evening
406,U0247,Slack,Notification,Local news,News,Productive,41.6,2,College,2025-08-10,Afternoon
407,U0437,YouTube,Feed,Like notifications,Social Media,Distractive,58.3,4,Office,2025-09-16,Night
408,U0115,Udemy,Story,Match highlights,Sports,Distractive,22.4,2,Cafe,2025-01-26,Late Night
409,U0229,WhatsApp,Course Page,Fashion trends,Commerce,Distractive,40.5,2,Outdoors,2025-02-15,Night
410,U0001,Instagram,Reels/Shorts,Influencer content,Social Media,Distractive,36.9,5,Home,2025-10-13,Late Night
411,U0423,Slack,Notification,Family chat,Communication,Productive,13.2,2,Outdoors,2025-06-24,Evening
412,U0367,Amazon,Notification,Language learning,Education,Productive,46.3,2,Outdoors,2025-12-03,Evening
413,U0192,Coursera,Feed,Live score,Sports,Distractive,31.4,2,Cafe,2025-10-08,Late Night
414,U0313,Udemy,Search,Video call,Communication,Productive,49.5,1,Hostel,2025-02-24,Evening
415,U0388,TikTok,DM/Chat,Breaking news,News,Productive,28,1,Library,2025-06-23,Morning
416,U0272,Gmail,Course Page,Shopping,Commerce,Distractive,59.6,2,Office,2025-09-13,Morning
417,U0089,Udemy,Notification,Competitive exam tips,Education,Productive,47.1,2,Office,2025-12-21,Late Night
418,U0141,Amazon,Notification,Business news,Business,Productive,53,2,Hostel,2025-11-08,Afternoon
419,U0441,Gmail,Search,Product review,Commerce,Distractive,13.3,3,Cafe,2025-12-26,Late Night
420,U0258,Twitter/X,Watch,Trending hashtags,Social Media,Distractive,62.1,4,Office,2025-12-30,Afternoon
421,U0268,Udemy,Explore,Influencer content,Social Media,Distractive,61,5,Cafe,2025-08-05,Morning
422,U0147,Facebook,Feed,Video call,Communication,Productive,40.5,2,Library,2025-05-17,Afternoon
423,U0053,Google Classroom,DM/Chat,Memes,Entertainment,Distractive,68.1,4,Home,2025-07-03,Night
424,U0475,TikTok,DM/Chat,Local news,News,Productive,31.1,3,Cafe,2025-12-21,Morning
425,U0445,Amazon,Notification,Fashion trends,Commerce,Distractive,5.8,3,Cafe,2025-04-14,Late Night
426,U0230,Flipkart,Notification,Match highlights,Sports,Distractive,66.7,4,Library,2025-04-10,Evening
427,U0220,Snapchat,Search,Investment tips,Business,Productive,44.4,1,College,2025-07-13,Morning
428,U0021,Snapchat,Watch,Music video,Entertainment,Distractive,1.5,4,Outdoors,2025-12-30,Afternoon
429,U0270,Google Classroom,Course Page,Freelance work,Business,Productive,47.6,1,Commute,2025-02-07,Evening
430,U0114,WhatsApp,Notification,Breaking news,News,Productive,10.4,3,Hostel,2025-02-17,Evening
431,U0059,Amazon,Story,Local news,News,Productive,18.3,2,Outdoors,2025-10-15,Morning
432,U0198,Coursera,Feed,DM chat casual,Social Media,Distractive,61.7,4,Commute,2025-07-15,Morning
433,U0152,Slack,Story,Dance videos,Entertainment,Distractive,46.8,4,Outdoors,2025-09-07,Morning
434,U0108,WhatsApp,Reels/Shorts,Political news,News,Productive,10.9,3,Home,2025-11-17,Morning
435,U0383,Telegram,Reels/Shorts,World news,News,Productive,13.1,3,Hostel,2025-11-28,Morning
436,U0286,Amazon,Feed,Stock market,Business,Productive,6.2,2,Home,2025-04-02,Evening
437,U0009,Zoom,Explore,Family chat,Communication,Productive,23.9,1,Hostel,2025-08-10,Evening
438,U0184,Instagram,Reels/Shorts,Wishlist browsing,Commerce,Distractive,68.3,2,Home,2025-12-25,Morning
439,U0421,WhatsApp,Watch,Client call,Communication,Productive,46.2,2,Outdoors,2025-07-15,Night
440,U0153,Coursera,Search,Physics lecture,Education,Productive,45.1,1,Cafe,2025-11-21,Afternoon
441,U0485,LinkedIn,Feed,Endless scrolling,Social Media,Distractive,1.4,4,Hostel,2025-10-03,Late Night
442,U0114,Flipkart,DM/Chat,Client call,Communication,Productive,25.3,1,Office,2025-03-24,Afternoon
443,U0038,Snapchat,Feed,Comedy videos,Entertainment,Distractive,76.8,4,Outdoors,2025-11-27,Late Night
444,U0066,LinkedIn,DM/Chat,Reels,Entertainment,Distractive,65.6,5,Outdoors,2025-06-19,Evening
445,U0338,WhatsApp,DM/Chat,Current affairs,News,Productive,19.7,2,Outdoors,2025-06-18,Late Night
446,U0365,Amazon,Explore,Memes,Entertainment,Distractive,16,5,Commute,2025-05-07,Afternoon
447,U0397,Facebook,Story,Product review,Commerce,Distractive,79.1,3,Outdoors,2025-08-17,Evening
448,U0135,Snapchat,Reels/Shorts,TV show clip,Entertainment,Distractive,75.9,4,Office,2025-10-03,Afternoon
449,U0465,Slack,Feed,Group chat,Communication,Productive,48.9,1,Hostel,2025-10-30,Afternoon
450,U0069,Udemy,Search,Competitive exam tips,Education,Productive,22.6,2,Library,2025-10-29,Evening
451,U0435,WhatsApp,Explore,Football clip,Sports,Distractive,33.4,4,Home,2025-12-06,Afternoon
452,U0021,Gmail,Search,Market analysis,Business,Productive,11.6,1,Office,2025-09-05,Evening
453,U0266,Coursera,Reels/Shorts,World news,News,Productive,16.6,2,Library,2025-01-22,Afternoon
454,U0325,Gmail,Feed,Like notifications,Social Media,Distractive,4.6,5,Commute,2025-02-22,Late Night
455,U0193,TikTok,Explore,Music video,Entertainment,Distractive,33.5,4,College,2025-09-22,Evening
456,U0257,Flipkart,Story,Weather update,News,Productive,29.7,2,Outdoors,2025-11-06,Morning
457,U0096,Coursera,Reels/Shorts,Client proposal,Business,Productive,31.4,1,Cafe,2025-04-19,Afternoon
458,U0246,Coursera,Explore,Freelance work,Business,Productive,48.9,1,College,2025-09-04,Night
459,U0083,Telegram,Feed,Weather update,News,Productive,15.4,1,Office,2025-10-21,Late Night
460,U0307,Facebook,Feed,Investment tips,Business,Productive,10.8,1,Office,2025-09-22,Night
461,U0113,Twitter/X,Course Page,History lecture,Education,Productive,36.8,1,Outdoors,2025-09-04,Afternoon
